10,0.93,0.23,-0.25,0.06,-0.10,-0.06,0.10
6,0.90,0.23,-0.25,0.05,-0.10,-0.06,0.12
1260,0.95,0.21,-0.24,-0.01,-0.02,-0.01,0.13
6,0.95,0.21,-0.24,-0.01,-0.02,-0.01,0.10
10,0.94,0.21,-0.24,-0.01,-0.01,0.00,0.07
6,0.94,0.21,-0.24,-0.00,-0.01,0.00,0.05
7,0.94,0.21,-0.24,-0.00,-0.01,0.00,0.04
10,0.94,0.20,-0.24,0.00,-0.01,0.01,0.04
7,0.94,0.20,-0.24,0.00,-0.01,0.01,0.03
10,0.94,0.20,-0.23,-0.01,-0.01,0.01,0.03
7,0.94,0.20,-0.24,-0.01,-0.01,0.02,0.03
6,0.94,0.20,-0.24,-0.01,-0.01,0.02,0.04
10,0.94,0.20,-0.24,-0.01,-0.01,0.03,0.06
6,0.94,0.20,-0.24,-0.01,-0.00,0.04,0.08
6,0.94,0.20,-0.24,-0.01,-0.00,0.04,0.11
10,0.93,0.19,-0.24,-0.02,-0.01,0.05,0.15
6,0.93,0.19,-0.24,-0.02,-0.01,0.05,0.18
10,0.94,0.20,-0.24,-0.04,-0.01,0.06,0.20
7,0.94,0.20,-0.25,-0.04,-0.01,0.06,0.22
6,0.94,0.20,-0.25,-0.04,-0.01,0.06,0.24
10,0.95,0.19,-0.25,-0.06,-0.00,0.06,0.25
6,0.95,0.19,-0.25,-0.06,0.00,0.07,0.26
6,0.95,0.19,-0.25,-0.06,0.00,0.07,0.27
10,0.95,0.18,-0.25,-0.07,-0.00,0.08,0.28
6,0.95,0.18,-0.25,-0.07,-0.00,0.08,0.28
10,0.95,0.18,-0.25,-0.09,-0.01,0.07,0.28
6,0.95,0.18,-0.25,-0.11,-0.02,0.08,0.27
7,0.95,0.18,-0.25,-0.11,-0.02,0.08,0.27
10,0.96,0.18,-0.25,-0.13,-0.02,0.08,0.28
7,0.96,0.18,-0.25,-0.14,-0.03,0.08,0.29
6,0.96,0.18,-0.25,-0.14,-0.03,0.08,0.32
