6,0.91,0.32,-0.35,1.90,0.32,-0.27,-0.99
10,0.90,0.27,-0.37,1.96,0.35,-0.27,-0.95
6,0.90,0.27,-0.37,1.96,0.35,-0.27,-0.87
10,0.93,0.24,-0.34,1.98,0.38,-0.29,-0.78
7,0.93,0.24,-0.37,1.95,0.37,-0.29,-0.68
6,0.93,0.24,-0.37,1.95,0.37,-0.29,-0.59
10,0.93,0.22,-0.35,1.93,0.36,-0.29,-0.51
6,0.92,0.23,-0.37,1.91,0.36,-0.28,-0.44
7,0.92,0.23,-0.37,1.91,0.36,-0.28,-0.35
10,0.93,0.23,-0.36,1.89,0.37,-0.27,-0.27
7,0.93,0.23,-0.35,1.86,0.37,-0.26,-0.20
6,0.93,0.23,-0.35,1.86,0.37,-0.26,-0.14
10,0.93,0.23,-0.34,1.85,0.37,-0.24,-0.12
7,0.93,0.24,-0.33,1.82,0.36,-0.24,-0.15
6,0.93,0.24,-0.33,1.82,0.36,-0.24,-0.22
10,0.92,0.25,-0.33,1.79,0.34,-0.23,-0.32
6,0.92,0.25,-0.33,1.79,0.34,-0.23,-0.42
10,0.91,0.25,-0.32,1.77,0.33,-0.23,-0.50
7,0.90,0.24,-0.33,1.75,0.33,-0.22,-0.58
6,0.90,0.24,-0.33,1.75,0.33,-0.22,-0.65
10,0.89,0.23,-0.34,1.73,0.34,-0.21,-0.71
6,0.87,0.22,-0.35,1.70,0.35,-0.19,-0.76
7,0.87,0.22,-0.35,1.70,0.35,-0.19,-0.80
11,0.87,0.21,-0.33,1.66,0.39,-0.18,-0.81
6,0.88,0.22,-0.31,1.62,0.40,-0.17,-0.80
6,0.88,0.22,-0.31,1.62,0.40,-0.17,-0.76
10,0.89,0.23,-0.32,1.59,0.40,-0.15,-0.70
7,0.89,0.22,-0.31,1.55,0.40,-0.13,-0.62
6,0.89,0.22,-0.31,1.55,0.40,-0.13,-0.51
10,0.88,0.22,-0.32,1.51,0.39,-0.11,-0.41
6,0.88,0.22,-0.32,1.51,0.39,-0.11,-0.31
10,0.88,0.21,-0.31,1.47,0.40,-0.09,-0.25
7,0.89,0.23,-0.30,1.42,0.40,-0.08,-0.20
6,0.89,0.23,-0.30,1.42,0.40,-0.08,-0.18
10,0.89,0.25,-0.29,1.38,0.41,-0.07,-0.17
6,0.89,0.27,-0.29,1.35,0.42,-0.07,-0.17
7,0.89,0.27,-0.29,1.35,0.42,-0.07,-0.19
10,0.89,0.26,-0.29,1.35,0.42,-0.06,-0.20
7,0.89,0.25,-0.29,1.35,0.42,-0.04,-0.18
6,0.89,0.25,-0.29,1.35,0.42,-0.04,-0.15
10,0.89,0.23,-0.30,1.33,0.43,-0.03,-0.10
7,0.89,0.23,-0.30,1.33,0.43,-0.03,-0.05
10,0.89,0.23,-0.31,1.30,0.43,-0.01,-0.01
7,0.89,0.22,-0.30,1.26,0.42,0.00,0.02
6,0.89,0.22,-0.30,1.26,0.42,0.00,0.05
10,0.89,0.24,-0.30,1.22,0.42,0.01,0.07
6,0.89,0.25,-0.30,1.17,0.41,0.02,0.10
7,0.89,0.25,-0.30,1.17,0.41,0.02,0.14
10,0.87,0.25,-0.30,1.12,0.42,0.04,0.19
7,0.91,0.28,-0.32,1.09,0.43,0.06,0.24
6,0.91,0.28,-0.32,1.09,0.43,0.06,0.28
10,0.91,0.27,-0.31,1.07,0.43,0.09,0.31
6,0.91,0.27,-0.31,1.07,0.43,0.09,0.33
10,0.90,0.27,-0.30,1.05,0.44,0.10,0.34
6,0.90,0.27,-0.31,1.02,0.43,0.11,0.35
6,0.90,0.27,-0.31,1.02,0.43,0.11,0.34
10,0.90,0.26,-0.31,0.98,0.43,0.11,0.32
7,0.90,0.26,-0.32,0.94,0.42,0.11,0.28
6,0.90,0.26,-0.32,0.94,0.42,0.11,0.22
10,0.92,0.27,-0.32,0.90,0.42,0.12,0.15
6,0.92,0.27,-0.32,0.90,0.42,0.12,0.11
10,0.92,0.27,-0.32,0.86,0.42,0.12,0.08
6,0.93,0.28,-0.32,0.83,0.41,0.13,0.05
6,0.93,0.28,-0.32,0.83,0.41,0.13,0.04
10,0.94,0.27,-0.32,0.79,0.39,0.13,0.03
6,0.94,0.27,-0.33,0.75,0.36,0.14,0.02
7,0.94,0.27,-0.33,0.75,0.36,0.14,0.00
11,0.94,0.28,-0.33,0.70,0.33,0.14,-0.02
6,0.94,0.28,-0.33,0.70,0.33,0.14,-0.05
10,0.94,0.29,-0.33,0.66,0.31,0.14,-0.08
6,0.93,0.29,-0.34,0.63,0.28,0.14,-0.12
7,0.93,0.29,-0.34,0.63,0.28,0.14,-0.15
10,0.93,0.29,-0.34,0.60,0.28,0.14,-0.16
7,0.93,0.28,-0.33,0.57,0.27,0.14,-0.15
6,0.93,0.28,-0.33,0.57,0.27,0.14,-0.12
10,0.92,0.29,-0.33,0.53,0.25,0.15,-0.09
7,0.92,0.29,-0.33,0.50,0.24,0.16,-0.08
6,0.92,0.29,-0.33,0.50,0.24,0.16,-0.09
10,0.92,0.29,-0.33,0.46,0.23,0.16,-0.11
6,0.92,0.29,-0.33,0.46,0.23,0.16,-0.11
10,0.92,0.30,-0.32,0.43,0.24,0.16,-0.11
6,0.91,0.31,-0.31,0.39,0.23,0.14,-0.08
7,0.91,0.31,-0.31,0.39,0.23,0.14,-0.04
11,0.91,0.33,-0.30,0.36,0.22,0.11,0.00
6,0.90,0.34,-0.30,0.35,0.22,0.09,0.06
6,0.90,0.34,-0.30,0.35,0.22,0.09,0.11
10,0.89,0.34,-0.30,0.34,0.22,0.07,0.15
6,0.88,0.34,-0.30,0.34,0.23,0.04,0.17
7,0.88,0.34,-0.30,0.34,0.23,0.04,0.18
